value,timestamp
1.2061199369596058,2021-07-01
1.1388066714254732,2021-07-02
1.032624710554263,2021-07-03
1.1547794498246522,2021-07-04
0.98497857078012,2021-07-05
0.9980560537848386,2021-07-06
1.0690607055661066,2021-07-07
0.973873966853582,2021-07-08
0.956174680740696,2021-07-09
1.096512913011285,2021-07-10
0.7407545103388429,2021-07-11
,2021-07-12
1.0496290703535691,2021-07-13
1.197268820806925,2021-07-14
1.144594307005978,2021-07-15
1.208389222297015,2021-07-16
0.7023395268180064,2021-07-17
0.8844309028708734,2021-07-18
1.0889862358716855,2021-07-19
,2021-07-20
0.9683437260457264,2021-07-21
0.9166451941460204,2021-07-22
1.2053857021751553,2021-07-23
1.108605784009038,2021-07-24
1.0787906249282813,2021-07-25
1.159439280316543,2021-07-26
0.8199237611774198,2021-07-27
0.8027502766916307,2021-07-28
1.108728712102698,2021-07-29
0.898745620842499,2021-07-30
0.9387335757314398,2021-07-31
0.8934727481769349,2021-08-01
1.0633902763386782,2021-08-02
1.0383548379828995,2021-08-03
1.1018155720115388,2021-08-04
1.0587214122528326,2021-08-05
0.9082240432479348,2021-08-06
0.8007973322847708,2021-08-07
0.9755397698401302,2021-08-08
0.8824275068414094,2021-08-09
0.954428685541834,2021-08-10
1.0032333754352194,2021-08-11
0.9453374074843842,2021-08-12
0.9765986353305792,2021-08-13
0.9321246441810483,2021-08-14
-0.115105322592945,2021-08-15
1.039831417140717,2021-08-16
1.057165439682519,2021-08-17
1.1204713464756986,2021-08-18
1.0548782974027842,2021-08-19
1.1546460623218635,2021-08-20
1.1129664246086406,2021-08-21
0.9807696051128904,2021-08-22
1.077736466111788,2021-08-23
1.2533703801202436,2021-08-24
0.8566620889978125,2021-08-25
0.9431586955063718,2021-08-26
1.0035690946850877,2021-08-27
0.9252989470352654,2021-08-28
0.8684216624145255,2021-08-29
1.0582050785608557,2021-08-30
-0.5975556197500418,2021-08-31
0.8235399947943463,2021-09-01
1.0423348214914625,2021-09-02
0.8939430939217,2021-09-03
1.1575322802580932,2021-09-04
0.8674409465281706,2021-09-05
1.105404213161716,2021-09-06
1.0031721961981692,2021-09-07
1.0396364538026803,2021-09-08
0.8918506736465259,2021-09-09
1.023320635133199,2021-09-10
0.9666175349582796,2021-09-11
1.103231199924671,2021-09-12
1.116833774420761,2021-09-13
1.025642186193206,2021-09-14
1.0130239630490685,2021-09-15
0.139542711332282,2021-09-16
-0.6151947319667506,2021-09-17
0.9779070917409524,2021-09-18
1.048798933400376,2021-09-19
1.035162282333099,2021-09-20
1.020237056935404,2021-09-21
1.003451297731496,2021-09-22
1.0385764723859665,2021-09-23
0.2173559219794865,2021-09-24
0.884790938871552,2021-09-25
0.980745320429532,2021-09-26
0.8580119747415135,2021-09-27
0.97282465420524,2021-09-28
1.068678744235108,2021-09-29
1.0477717463079634,2021-09-30
-1.1514638939704982,2021-10-01
,2021-10-02
-0.9992144269892111,2021-10-03
-1.0510368066593088,2021-10-04
-0.8411874536420217,2021-10-05
-1.0459442448532803,2021-10-06
0.3211919457621102,2021-10-07
-1.018416353123317,2021-10-08
-0.948525529827522,2021-10-09
-1.0759374964811843,2021-10-10
-1.0469673578058702,2021-10-11
-0.949934312251963,2021-10-12
-0.8901808956437499,2021-10-13
-1.07581459133701,2021-10-14
-0.9878585251922792,2021-10-15
-0.9361404771792706,2021-10-16
-1.1705212784726131,2021-10-17
-1.0848337121053118,2021-10-18
,2021-10-19
-1.0366615223549391,2021-10-20
-0.9826704416868618,2021-10-21
-1.058536901291539,2021-10-22
-1.07088380040094,2021-10-23
-1.2218537317736275,2021-10-24
-0.9760864251294634,2021-10-25
-0.9509210123823404,2021-10-26
,2021-10-27
-0.947532178451524,2021-10-28
-0.9148976196000418,2021-10-29
-0.3343048034085074,2021-10-30
-0.9450685067957452,2021-10-31
-0.9035643060755604,2021-11-01
-1.110787150403727,2021-11-02
-0.9250822489504392,2021-11-03
-0.926217699751612,2021-11-04
-0.9295003092726256,2021-11-05
-0.9976309065345874,2021-11-06
-0.9398330902397676,2021-11-07
-0.9616644431040494,2021-11-08
-0.744870672671324,2021-11-09
-1.0603887215187493,2021-11-10
0.306859938730265,2021-11-11
-1.0277018451076012,2021-11-12
-1.149309474125935,2021-11-13
-1.0352436251384525,2021-11-14
-0.9002619383690278,2021-11-15
-1.0898234558393114,2021-11-16
-0.9957719763731372,2021-11-17
,2021-11-18
-0.902561512713926,2021-11-19
-0.8411585473083577,2021-11-20
-1.0782072121005155,2021-11-21
-1.1577274494932794,2021-11-22
-0.9884971407820032,2021-11-23
-1.1812723610241362,2021-11-24
-0.960158827700878,2021-11-25
-1.096316586826748,2021-11-26
-0.9343819343440118,2021-11-27
-0.9852698671784388,2021-11-28
-1.127224059280804,2021-11-29
-1.0638573622485863,2021-11-30
-0.856024598284859,2021-12-01
-1.0117523260545331,2021-12-02
-0.2606018446010705,2021-12-03
-1.1640051257724833,2021-12-04
-0.910321285772682,2021-12-05
-0.9796024212880512,2021-12-06
-1.0370656226905277,2021-12-07
-1.034918905976724,2021-12-08
-1.1571257940974131,2021-12-09
-0.967421769906614,2021-12-10
-1.038656847833855,2021-12-11
,2021-12-12
-1.1247786292875417,2021-12-13
-0.9763664901077752,2021-12-14
-1.2189829559861722,2021-12-15
-1.0164290351019638,2021-12-16
,2021-12-17
-1.0248987385278432,2021-12-18
-1.0170343512520124,2021-12-19
-1.0592471239046215,2021-12-20
