value,timestamp,anomaly
0.4420913580470235,2021-07-01 00:00:00,False
0.4373355277733559,2021-07-01 06:00:00,False
0.4275843984495963,2021-07-01 12:00:00,False
0.3950564669452984,2021-07-01 18:00:00,False
-0.3844951283987692,2021-07-02 00:00:00,False
-0.4743064655397354,2021-07-02 06:00:00,False
-0.4446349974102693,2021-07-02 12:00:00,False
-0.4253080429701514,2021-07-02 18:00:00,False
,2021-07-03 00:00:00,False
-0.9346011455036202,2021-07-03 06:00:00,False
-1.1593553085112696,2021-07-03 12:00:00,False
-0.96839167795465,2021-07-03 18:00:00,False
-0.8285051213740475,2021-07-04 00:00:00,False
-0.8252666490435061,2021-07-04 06:00:00,False
-0.8558318759886803,2021-07-04 12:00:00,False
,2021-07-04 18:00:00,False
0.0,2021-07-05 00:00:00,False
,2021-07-05 06:00:00,False
0.3439993512000119,2021-07-05 12:00:00,True
0.0,2021-07-05 18:00:00,False
0.784880649915907,2021-07-06 00:00:00,False
0.890505792661178,2021-07-06 06:00:00,False
0.8784782991502428,2021-07-06 12:00:00,False
0.7779847174561789,2021-07-06 18:00:00,False
0.9983460746799708,2021-07-07 00:00:00,False
1.1091653014150726,2021-07-07 06:00:00,False
1.2328189254285298,2021-07-07 12:00:00,False
0.926254460598594,2021-07-07 18:00:00,False
0.4371132901507898,2021-07-08 00:00:00,False
0.434023118388917,2021-07-08 06:00:00,False
0.4580305546994617,2021-07-08 12:00:00,False
0.4591082893177599,2021-07-08 18:00:00,False
-0.4542290905071596,2021-07-09 00:00:00,False
-0.4815852281996416,2021-07-09 06:00:00,False
-0.4819511283281794,2021-07-09 12:00:00,False
-0.4272402887080077,2021-07-09 18:00:00,False
-1.1284835664168469,2021-07-10 00:00:00,False
-0.925589855742206,2021-07-10 06:00:00,False
-0.9907494839888694,2021-07-10 12:00:00,False
-1.116521465710451,2021-07-10 18:00:00,False
-0.7773562355514874,2021-07-11 00:00:00,False
-0.8712115830124358,2021-07-11 06:00:00,False
-0.8850219257824545,2021-07-11 12:00:00,False
-0.7220584198342046,2021-07-11 18:00:00,False
,2021-07-12 00:00:00,False
0.0,2021-07-12 06:00:00,False
0.5128996389374672,2021-07-12 12:00:00,True
0.0,2021-07-12 18:00:00,False
0.6736659187630544,2021-07-13 00:00:00,False
0.7373262330802126,2021-07-13 06:00:00,False
-0.6150233319947005,2021-07-13 12:00:00,True
0.8254246537551243,2021-07-13 18:00:00,False
0.9283416521171156,2021-07-14 00:00:00,False
0.0386947351735202,2021-07-14 06:00:00,True
0.9069660685207026,2021-07-14 12:00:00,False
0.6945892465872197,2021-07-14 18:00:00,True
0.6036765139339764,2021-07-15 00:00:00,True
0.3663900544790098,2021-07-15 06:00:00,False
0.4132339792191509,2021-07-15 12:00:00,False
0.5502283402686869,2021-07-15 18:00:00,False
-0.0350947641809618,2021-07-16 00:00:00,True
-0.3858089609570195,2021-07-16 06:00:00,False
-0.5301380469091691,2021-07-16 12:00:00,False
-0.4440213237908408,2021-07-16 18:00:00,False
-1.0009835123933042,2021-07-17 00:00:00,False
-1.0477286104652506,2021-07-17 06:00:00,False
-1.065293934470214,2021-07-17 12:00:00,False
-0.9985425241158832,2021-07-17 18:00:00,False
-0.7804028029689877,2021-07-18 00:00:00,False
0.5018470884307713,2021-07-18 06:00:00,True
-0.8189939010708365,2021-07-18 12:00:00,False
-0.838029521270472,2021-07-18 18:00:00,False
0.0,2021-07-19 00:00:00,False
0.0,2021-07-19 06:00:00,False
0.0,2021-07-19 12:00:00,False
0.0,2021-07-19 18:00:00,False
0.8230269219968529,2021-07-20 00:00:00,False
0.742721822167412,2021-07-20 06:00:00,False
0.6865452289065157,2021-07-20 12:00:00,False
0.8606524778387538,2021-07-20 18:00:00,False
0.917001050129206,2021-07-21 00:00:00,False
1.04997988841967,2021-07-21 06:00:00,False
0.9044187068684096,2021-07-21 12:00:00,False
1.1400319276348132,2021-07-21 18:00:00,False
,2021-07-22 00:00:00,False
0.4345822315154628,2021-07-22 06:00:00,False
0.404025616688682,2021-07-22 12:00:00,False
0.487170425204623,2021-07-22 18:00:00,False
-0.8921687774751268,2021-07-23 00:00:00,True
-0.3751660552853461,2021-07-23 06:00:00,False
-0.4572603894859463,2021-07-23 12:00:00,False
-0.4026246512222097,2021-07-23 18:00:00,False
-0.9839797678088604,2021-07-24 00:00:00,False
-0.8621919919346859,2021-07-24 06:00:00,False
-0.998746608659634,2021-07-24 12:00:00,False
-1.0548260883305285,2021-07-24 18:00:00,False
-0.8033643729686325,2021-07-25 00:00:00,False
-0.8040063417415387,2021-07-25 06:00:00,False
-0.780378520748055,2021-07-25 12:00:00,False
-0.9007007904760914,2021-07-25 18:00:00,False
0.0,2021-07-26 00:00:00,False
0.0,2021-07-26 06:00:00,False
0.0,2021-07-26 12:00:00,False
0.0,2021-07-26 18:00:00,False
0.7732783928914574,2021-07-27 00:00:00,False
