value,timestamp,anomaly
-0.8250684916413712,2021-07-01,False
-0.9340346131378704,2021-07-02,False
,2021-07-03,True
-0.9014036497698574,2021-07-04,False
-0.9901874315913471,2021-07-05,False
-0.8232059894013172,2021-07-06,False
-0.8674337407455456,2021-07-07,False
-1.0600592798677664,2021-07-08,False
-0.8074577162471681,2021-07-09,False
-1.0211793014396493,2021-07-10,False
-1.0114998051110784,2021-07-11,False
-0.949277823356888,2021-07-12,False
-0.870821278433173,2021-07-13,False
-0.9682525131003143,2021-07-14,False
-0.8099800470177018,2021-07-15,False
-0.8169792055811973,2021-07-16,False
-0.8319340361075291,2021-07-17,False
-0.8706138027860677,2021-07-18,False
-0.824957165094234,2021-07-19,False
-0.954872580333097,2021-07-20,False
-0.9191814150483107,2021-07-21,False
-0.7763897289474194,2021-07-22,False
-0.9449190188650116,2021-07-23,False
-0.7889959604417733,2021-07-24,False
-0.7585135718530871,2021-07-25,False
-0.639589365125561,2021-07-26,False
-0.8248699645305615,2021-07-27,False
-0.7819792749429086,2021-07-28,False
-0.7707801198026647,2021-07-29,False
-0.7615182509976922,2021-07-30,False
-0.7302480122975771,2021-07-31,False
-0.6446037921682224,2021-08-01,False
-0.8143433254291579,2021-08-02,False
-0.6640253065808736,2021-08-03,False
-0.6666505568744314,2021-08-04,False
-0.720175468964884,2021-08-05,False
-0.8163918561086777,2021-08-06,False
-0.5557658937718216,2021-08-07,False
-0.7452808110718412,2021-08-08,False
-0.6910278145514706,2021-08-09,False
-0.8453620292963426,2021-08-10,False
-0.7435203595395796,2021-08-11,False
-0.7038676603999744,2021-08-12,False
-0.7128161494914721,2021-08-13,False
,2021-08-14,False
-0.591685423097943,2021-08-15,False
-0.6524620510664949,2021-08-16,False
-0.6415910067541423,2021-08-17,False
-0.6493404629254989,2021-08-18,False
-0.6955351513416305,2021-08-19,False
-0.617247753072006,2021-08-20,False
-0.671852000358036,2021-08-21,False
-0.5537950980676011,2021-08-22,False
-0.5456942240153555,2021-08-23,False
-0.9698334435257696,2021-08-24,True
-0.7431751865127199,2021-08-25,False
-0.6296801534420946,2021-08-26,False
-0.5553978564725968,2021-08-27,False
-0.5227531099202054,2021-08-28,False
,2021-08-29,False
-0.5669814156289066,2021-08-30,False
-0.5394126830360155,2021-08-31,False
-0.5576966672816162,2021-09-01,False
-0.410414969664766,2021-09-02,False
-0.579322667172681,2021-09-03,False
-0.416708118177357,2021-09-04,False
-0.4135772933888784,2021-09-05,False
-0.4471689770246143,2021-09-06,False
-0.4451018331263107,2021-09-07,False
-0.4628700945701792,2021-09-08,False
-0.5179586001309254,2021-09-09,False
-0.4018042772009712,2021-09-10,False
-0.4938418387494993,2021-09-11,False
-0.413531069481042,2021-09-12,False
-0.4014032814571151,2021-09-13,True
-0.3998044356464876,2021-09-14,False
-0.4279695727027665,2021-09-15,False
-0.4999714060055191,2021-09-16,False
-0.3554306678417953,2021-09-17,True
-0.4065250523648635,2021-09-18,False
-0.3684387595570745,2021-09-19,False
-0.3608997984969226,2021-09-20,False
-0.3446517300460863,2021-09-21,False
-0.3424770039482795,2021-09-22,False
-0.378723257952367,2021-09-23,False
-0.3811546424815428,2021-09-24,False
-0.3428088692832198,2021-09-25,False
-0.3745359535179762,2021-09-26,False
