value,timestamp
0.954375463485625,2021-07-01
-1.0103754214664458,2021-07-02
-1.1257292528597462,2021-07-03
-1.0732161765884192,2021-07-04
-0.8855955486468096,2021-07-05
-1.049426775249156,2021-07-06
-0.9048336018796208,2021-07-07
-0.9835736418451724,2021-07-08
-0.8638349972717203,2021-07-09
-0.9569506135935352,2021-07-10
-1.1463051925532903,2021-07-11
-0.8851520967320625,2021-07-12
-1.1112196966854817,2021-07-13
-0.8930037846728333,2021-07-14
-0.8990171428007023,2021-07-15
-0.8481876894849468,2021-07-16
-0.7481716660091693,2021-07-17
-0.9814767310692288,2021-07-18
-1.0491899537564942,2021-07-19
-0.9181806321155156,2021-07-20
-0.855978221600636,2021-07-21
-0.9144760631601618,2021-07-22
-0.9385754334301406,2021-07-23
-0.0743464358092129,2021-07-24
-0.7486884689949795,2021-07-25
-0.9014829182427468,2021-07-26
-0.7630885695143648,2021-07-27
-0.9838645433726056,2021-07-28
-0.8860689205126476,2021-07-29
-0.9861867884779542,2021-07-30
-0.8950204257295084,2021-07-31
-0.1752445171251684,2021-08-01
-0.944346499702752,2021-08-02
-0.7446816126075186,2021-08-03
-1.0680210438586395,2021-08-04
-0.8402956721828313,2021-08-05
-0.9189149820331426,2021-08-06
-0.7551926280591598,2021-08-07
-0.8115177821816869,2021-08-08
-0.700940724551035,2021-08-09
,2021-08-10
-0.8547175652585939,2021-08-11
-0.99848695040544,2021-08-12
-0.7915832937127405,2021-08-13
-0.723054746223325,2021-08-14
-0.877799073254264,2021-08-15
-0.8927914076280524,2021-08-16
-0.7694977426462418,2021-08-17
-0.8443974238234286,2021-08-18
-0.8772765810625204,2021-08-19
-0.7893020480640863,2021-08-20
-0.7409668666389133,2021-08-21
-0.7812730472568962,2021-08-22
-0.8441505583421101,2021-08-23
-0.8129932998427769,2021-08-24
-0.7783619684789262,2021-08-25
-0.8503675992732068,2021-08-26
-0.8646294436892565,2021-08-27
,2021-08-28
-0.9226373548428044,2021-08-29
-0.6631192777701631,2021-08-30
-0.802646596002693,2021-08-31
-0.7623243015820996,2021-09-01
-0.8228225085057266,2021-09-02
-0.8452233750323564,2021-09-03
-0.8721759291966411,2021-09-04
-0.7132216562868473,2021-09-05
-0.78406445664363,2021-09-06
-0.7921451891074286,2021-09-07
-0.7899224465207865,2021-09-08
-0.8795896955998258,2021-09-09
-0.7401698987873225,2021-09-10
-0.7820846055172073,2021-09-11
-0.8348342856142363,2021-09-12
-0.7560415446097386,2021-09-13
,2021-09-14
-0.6733016904866141,2021-09-15
-0.2890746128934633,2021-09-16
-0.7270939945242949,2021-09-17
-0.6804943069354653,2021-09-18
-0.6695307420236432,2021-09-19
-0.8340784707820105,2021-09-20
-0.9863633950248354,2021-09-21
-0.7195977034591057,2021-09-22
-0.7375663510261997,2021-09-23
-0.5675384334755595,2021-09-24
-0.7743428277698016,2021-09-25
-0.728961618680183,2021-09-26
0.932937243055688,2021-09-27
-0.7095028572680353,2021-09-28
,2021-09-29
-0.771102479133698,2021-09-30
-0.9556793892600556,2021-10-01
-1.1722954091620132,2021-10-02
-0.9529636031042962,2021-10-03
-1.047633896164425,2021-10-04
-0.9059727505735748,2021-10-05
-1.1719339301467366,2021-10-06
-1.0559844907908884,2021-10-07
-1.0334214660995635,2021-10-08
-1.1023986904847407,2021-10-09
-1.1266483485318497,2021-10-10
-1.019227695076493,2021-10-11
-1.0175532095848383,2021-10-12
,2021-10-13
-1.027924737070716,2021-10-14
-1.1258810046370114,2021-10-15
-0.980244635143798,2021-10-16
-1.0474857030907083,2021-10-17
-0.9708201662947422,2021-10-18
,2021-10-19
-0.969012380654386,2021-10-20
-0.952891730312304,2021-10-21
-0.8958828218333545,2021-10-22
