value,timestamp,anomaly
0.2085304581375582,2021-07-01 00:00:00,False
0.2280900634079162,2021-07-01 08:00:00,False
0.2245640786167723,2021-07-01 16:00:00,False
-0.2113493591893145,2021-07-02 00:00:00,False
-0.2349723557413064,2021-07-02 08:00:00,False
-0.2136023378368943,2021-07-02 16:00:00,False
-0.4418203044312794,2021-07-03 00:00:00,False
-0.5116448900377029,2021-07-03 08:00:00,False
,2021-07-03 16:00:00,False
-0.416041118666419,2021-07-04 00:00:00,False
-0.3697354762509957,2021-07-04 08:00:00,False
-0.4676997360165588,2021-07-04 16:00:00,False
7.17562070186908e-17,2021-07-05 00:00:00,False
6.353241991148399e-17,2021-07-05 08:00:00,False
6.694358321215113e-17,2021-07-05 16:00:00,False
0.4324842085507278,2021-07-06 00:00:00,False
0.3914553105085159,2021-07-06 08:00:00,False
0.2972369818530423,2021-07-06 16:00:00,False
0.571199719682834,2021-07-07 00:00:00,False
0.4739376836643446,2021-07-07 08:00:00,False
0.4713143911188853,2021-07-07 16:00:00,False
0.2439969037949669,2021-07-08 00:00:00,False
0.2179845675931456,2021-07-08 08:00:00,False
,2021-07-08 16:00:00,False
-0.2125883561729384,2021-07-09 00:00:00,False
-0.2201987535706039,2021-07-09 08:00:00,False
-0.1812959343176536,2021-07-09 16:00:00,False
-0.5442995603751626,2021-07-10 00:00:00,False
-0.4781525975416898,2021-07-10 08:00:00,False
,2021-07-10 16:00:00,False
,2021-07-11 00:00:00,False
-0.4311187958817828,2021-07-11 08:00:00,False
-0.4588071149618167,2021-07-11 16:00:00,False
6.87871629233254e-17,2021-07-12 00:00:00,False
5.916101322909717e-17,2021-07-12 08:00:00,False
6.588507861777981e-17,2021-07-12 16:00:00,False
0.3788374651170216,2021-07-13 00:00:00,False
0.3847411728054513,2021-07-13 08:00:00,False
0.4063507996118713,2021-07-13 16:00:00,False
0.5250417500944997,2021-07-14 00:00:00,False
0.5124606839571474,2021-07-14 08:00:00,False
0.527906739375011,2021-07-14 16:00:00,False
0.2115221685592377,2021-07-15 00:00:00,False
0.2260747395705938,2021-07-15 08:00:00,False
0.2658646794006291,2021-07-15 16:00:00,False
-0.245653082848978,2021-07-16 00:00:00,False
0.7366796609428501,2021-07-16 08:00:00,True
-0.2204211679732279,2021-07-16 16:00:00,False
,2021-07-17 00:00:00,False
-0.4763137712881503,2021-07-17 08:00:00,False
-0.6232880932493938,2021-07-17 16:00:00,False
-0.3744438072013198,2021-07-18 00:00:00,False
-0.4030379281174215,2021-07-18 08:00:00,False
-0.3525142739464895,2021-07-18 16:00:00,False
7.082691413054635e-17,2021-07-19 00:00:00,False
6.703012550510637e-17,2021-07-19 08:00:00,False
5.609868667388915e-17,2021-07-19 16:00:00,False
0.3881437189392012,2021-07-20 00:00:00,False
0.4317488643370856,2021-07-20 08:00:00,False
